ID,Status,DC ID,Host ID,Host PEs CPU Cores,VM ID,VM PEs CPU Cores,CloudletLen MI,FinishedLen MI,CloudletPEs CPU Cores,ArrivalTime Seconds,SubmssionTime Seconds,StartWaitTime Seconds,StartTime Seconds,FinishTime Seconds,ExecTime Seconds,TotalWaitTime Seconds,CompletionTime Seconds,Cost $
34,SUCCESS,2,3,16,3,2,200000,200000,2,13,35,0,35,39,5,22,27,171.66
116,SUCCESS,2,12,16,12,2,200000,200000,2,13,36,0,36,40,5,23,28,177.66
36,SUCCESS,2,28,16,28,4,100000,100000,4,13,35,0,35,37,2,22,24,159.00
118,SUCCESS,2,2,16,34,8,100000,100000,4,13,122,0,122,124,2,109,111,681.00
38,SUCCESS,2,15,16,15,2,50000,50000,2,14,38,0,38,39,2,24,26,52.67
120,SUCCESS,2,18,16,18,2,50000,50000,2,14,41,0,41,42,1,27,28,57.00
39,SUCCESS,2,27,16,27,4,200000,200000,4,14,88,0,88,92,5,74,79,952.32
121,SUCCESS,2,28,16,28,4,200000,200000,4,14,40,0,40,44,5,26,31,376.32
37,SUCCESS,2,31,16,31,8,250000,250000,8,14,87,0,87,92,6,73,79,2358.30
123,SUCCESS,2,1,16,1,2,150000,150000,2,15,42,0,42,45,4,27,31,150.50
41,SUCCESS,2,22,16,22,4,150000,150000,2,15,42,0,42,45,4,27,31,150.50
125,SUCCESS,2,24,16,24,4,50000,50000,4,15,90,0,90,91,1,75,76,243.00
122,SUCCESS,2,25,16,25,4,100000,100000,1,15,45,0,45,47,3,30,33,63.17
40,SUCCESS,2,1,16,33,8,100000,100000,1,15,42,0,42,44,3,27,30,58.67
43,SUCCESS,2,2,16,34,8,50000,50000,4,15,219,0,219,220,1,204,205,630.00
129,SUCCESS,2,4,16,4,2,50000,50000,2,16,51,0,51,52,1,35,36,69.00
126,SUCCESS,2,18,16,18,2,200000,200000,1,16,49,0,49,53,5,33,38,126.33
127,SUCCESS,2,25,16,25,4,150000,150000,4,16,45,2,47,50,4,32,35,330.99
44,SUCCESS,2,27,16,27,4,200000,200000,1,16,46,0,46,50,5,30,35,117.33
47,SUCCESS,2,29,16,29,4,50000,50000,2,16,49,0,49,50,2,33,35,66.16
49,SUCCESS,2,30,16,30,8,150000,150000,4,16,51,0,51,54,4,35,39,357.99
130,SUCCESS,2,31,16,31,8,100000,100000,8,16,280,4,284,286,3,269,271,3268.32
131,SUCCESS,2,31,16,31,8,150000,150000,4,16,127,0,127,130,3,111,114,1041.00
45,SUCCESS,2,1,16,33,8,150000,150000,4,16,47,0,47,50,4,31,35,321.99
135,SUCCESS,2,0,16,0,2,100000,100000,2,17,54,0,54,56,3,37,40,132.33
132,SUCCESS,2,14,16,14,2,200000,200000,2,17,55,0,55,59,5,38,43,267.66
50,SUCCESS,2,16,16,16,2,200000,200000,2,17,52,0,52,56,5,35,40,249.66
52,SUCCESS,2,21,16,21,4,50000,50000,1,17,53,0,53,54,2,36,38,42.83
53,SUCCESS,2,27,16,27,4,100000,100000,2,17,53,0,53,55,3,36,39,129.33
133,SUCCESS,2,31,16,31,8,250000,250000,8,17,53,0,53,58,6,36,42,1248.30
134,SUCCESS,2,1,16,33,8,50000,50000,1,17,52,0,52,53,2,35,37,42.08
54,SUCCESS,2,2,16,34,8,200000,200000,4,17,53,0,53,57,5,36,41,496.32
136,SUCCESS,2,2,16,34,8,200000,200000,4,17,98,0,98,102,4,81,85,1035.00
56,SUCCESS,2,24,16,24,4,250000,250000,4,22,57,0,57,62,6,35,41,616.65
138,SUCCESS,2,25,16,25,4,250000,250000,4,22,57,0,57,62,6,35,41,616.65
57,SUCCESS,2,1,16,1,2,50000,50000,1,23,57,0,57,58,2,34,36,41.33
139,SUCCESS,2,11,16,11,2,50000,50000,1,23,59,0,59,60,2,36,38,42.83
140,SUCCESS,2,31,16,31,8,100000,100000,8,23,57,1,58,60,3,36,38,472.32
142,SUCCESS,2,21,16,21,4,150000,150000,2,24,59,0,59,62,4,35,39,186.50
141,SUCCESS,2,25,16,25,4,200000,200000,4,24,102,0,102,106,5,78,83,1000.32
60,SUCCESS,2,28,16,28,4,150000,150000,2,24,61,0,61,64,4,37,41,195.50
59,SUCCESS,2,2,16,34,8,200000,200000,4,24,102,0,102,106,5,78,83,1000.32
144,SUCCESS,2,22,16,22,4,100000,100000,4,26,63,0,63,65,3,37,40,249.66
62,SUCCESS,2,23,16,23,4,100000,100000,4,26,63,0,63,65,3,37,40,249.66
143,SUCCESS,2,31,16,31,8,250000,250000,8,26,62,0,62,67,6,36,42,1248.30
147,SUCCESS,2,2,16,2,2,150000,150000,2,27,63,0,63,66,4,36,40,191.00
145,SUCCESS,2,30,16,30,8,50000,50000,1,27,65,0,65,66,2,38,40,44.33
64,SUCCESS,2,0,16,32,8,200000,200000,8,27,64,0,64,68,5,37,42,1001.64
65,SUCCESS,2,0,16,32,8,150000,150000,2,27,65,3,68,71,4,42,45,218.00
63,SUCCESS,2,1,16,33,8,50000,50000,1,27,63,0,63,64,2,36,38,42.83
69,SUCCESS,2,11,16,11,2,200000,200000,2,28,65,0,65,69,5,37,42,261.66
148,SUCCESS,2,26,16,26,4,250000,250000,4,28,110,0,110,115,5,82,87,1320.00
66,SUCCESS,2,27,16,27,4,250000,250000,4,28,243,0,243,248,5,215,220,3315.00
67,SUCCESS,2,31,16,31,8,50000,50000,8,28,268,0,268,269,1,240,241,1461.00
149,SUCCESS,2,31,16,31,8,50000,50000,8,28,285,1,286,287,2,259,260,1575.00
150,SUCCESS,2,31,16,31,8,100000,100000,8,28,215,0,215,217,2,187,189,2283.00
73,SUCCESS,2,1,16,1,2,100000,100000,1,29,75,0,75,77,3,46,49,87.16
155,SUCCESS,2,4,16,4,2,100000,100000,1,29,76,0,76,78,3,47,50,88.66
156,SUCCESS,2,19,16,19,2,200000,200000,2,29,75,0,75,79,5,46,51,315.66
70,SUCCESS,2,21,16,21,4,150000,150000,4,29,246,0,246,249,4,217,221,1995.99
154,SUCCESS,2,21,16,21,4,50000,50000,4,29,75,0,75,76,1,46,47,156.00
76,SUCCESS,2,29,16,29,4,250000,250000,4,29,114,0,114,119,6,85,91,1366.65
72,SUCCESS,2,30,16,30,8,50000,50000,4,29,75,0,75,76,1,46,47,156.00
152,SUCCESS,2,30,16,30,8,150000,150000,4,29,146,0,146,149,4,117,121,1095.99
158,SUCCESS,2,30,16,30,8,250000,250000,4,29,170,0,170,175,5,141,146,2205.00
74,SUCCESS,2,31,16,31,8,200000,200000,2,29,76,0,76,80,5,47,52,321.66
153,SUCCESS,2,31,16,31,8,250000,250000,8,29,216,1,217,222,6,189,194,5838.30
161,SUCCESS,2,4,16,4,2,200000,200000,1,30,82,0,82,86,5,52,57,183.33
79,SUCCESS,2,18,16,18,2,200000,200000,1,30,80,0,80,84,5,50,55,177.33
78,SUCCESS,2,26,16,26,4,100000,100000,4,30,82,0,82,84,3,52,55,339.66
81,SUCCESS,2,28,16,28,4,250000,250000,2,30,82,0,82,87,6,52,58,443.33
77,SUCCESS,2,31,16,31,8,50000,50000,8,30,279,4,283,284,2,254,255,1545.00
159,SUCCESS,2,31,16,31,8,50000,50000,8,30,82,0,82,83,1,52,53,333.00
160,SUCCESS,2,0,16,32,8,100000,100000,4,30,82,0,82,84,3,52,55,339.66
